Date,Close,High,Low,Open,Volume
2019-01-02,94.19315338134766,94.77999501810811,92.16248588194682,92.73070067123591,35329300
2019-01-03,90.72799682617188,93.3268796828803,90.5416927768827,93.24304108400698,42579100
2019-01-04,94.94766235351562,95.48793330274081,92.15316626592872,92.88905108847246,44060600
2019-01-07,95.06873321533203,96.19584553067855,94.06272025150858,94.67750555680239,35656100
2019-01-08,95.75804138183594,96.84789283857305,94.74270439830389,95.98159901498917,31514400
2019-01-09,97.12737274169922,97.69558755479733,96.1679301543678,96.74546194497762,32280800
2019-01-10,96.50325775146484,96.64298396891861,95.36682827277113,96.14929082644984,30067600
2019-01-11,95.75804138183594,96.35419980809056,94.67749979251883,96.12132520074832,28314200
2019-01-14,95.05943298339844,95.82326153514298,94.32354825198587,94.91970677496842,28437100
2019-01-15,97.81665802001953,97.85391881227768,94.9010632100521,95.48791180465614,31587600
2019-01-16,98.16133117675781,98.98105458718067,97.77010342547663,98.04955588026098,29853900
2019-01-17,98.85061645507812,99.32567553993157,97.58377801526416,97.807335649711,28393000
2019-01-18,100.33173370361328,100.50872074767831,98.65504014758938,100.09885900637897,37427600
2019-01-22,98.44075775146484,99.76348386192099,97.67692929687207,99.4374608215648,32371300
2019-01-23,99.40021514892578,99.70761139377449,98.12405950340775,98.85063438398751,25874300
2019-01-24,98.9251708984375,99.6703727900438,98.1240813523309,99.53996352502848,23164800
2019-01-25,99.82869720458984,100.49006031768445,98.92514248028162,99.89390181836622,31225600
2019-01-28,97.88186645507812,99.18596580800073,97.49063878123226,98.98103499595679,29476700
2019-01-29,95.88846588134766,97.77940685736505,95.17120799658717,97.69556828983518,31490500
2019-01-30,99.09281158447266,99.09281158447266,97.18324385198478,97.45337927991883,49471900
2019-01-31,97.2763671875,98.01225169303217,96.11199431927213,96.68952582034963,55636400
2019-02-01,95.7394027709961,96.96898035361252,95.33885818160302,96.67090115500153,35535700
2019-02-04,98.49665832519531,98.5525530728634,95.73010639242624,95.823261936283,31315100
2019-02-05,99.87528991699219,99.92186058707432,98.7015995866497,98.79474803358492,27325400
2019-02-06,98.76678466796875,99.6703393486801,98.30103541867585,99.6703393486801,20609800
2019-02-07,98.05885314941406,98.35693241305287,97.14598851373218,97.98433866358202,29760700
2019-02-08,98.43144226074219,98.53390766165148,97.1180331050029,97.23912534845508,21461100
2019-02-11,98.04022216796875,99.2791169423194,97.77940371163596,98.92514294577926,18914100
2019-02-12,99.56787109375,99.8007457117271,98.25446194387918,98.86924723981868,25056600
2019-02-13,99.49334716796875,100.39690180153033,99.4001987443248,100.13608337261961,18394900
2019-02-14,99.57719421386719,99.94047807179034,98.42213802731075,99.02760638600282,21784700
2019-02-15,100.8067855834961,100.88130718152279,100.00569617163606,100.51802327460611,26606900
2019-02-19,100.76019287109375,101.21663226126545,100.39690901803118,100.40622599309603,18038500
2019-02-20,100.23635864257812,100.97538630444558,99.43184787837421,100.90054643402594,21607700
